-5.850000e+01 -5.850000e+01 -4.253728e+01 -4.268405e+01 -5.550000e+01 -5.850000e+01 -4.031301e+01 -4.205076e+01
-5.550000e+01 -5.850000e+01 -4.031301e+01 -4.205076e+01 -5.550000e+01 -5.550000e+01 -3.966774e+01 -3.981451e+01
-5.550000e+01 -5.550000e+01 -3.966774e+01 -3.981451e+01 -5.850000e+01 -5.550000e+01 -4.190412e+01 -4.045964e+01
-5.850000e+01 -5.550000e+01 -4.190412e+01 -4.045964e+01 -5.850000e+01 -5.850000e+01 -4.253728e+01 -4.268405e+01
-5.550000e+01 -5.850000e+01 -4.031301e+01 -4.205076e+01 -5.250000e+01 -5.850000e+01 -3.814187e+01 -4.140901e+01
-5.250000e+01 -5.850000e+01 -3.814187e+01 -4.140901e+01 -5.250000e+01 -5.550000e+01 -3.748788e+01 -3.915694e+01
-5.250000e+01 -5.550000e+01 -3.748788e+01 -3.915694e+01 -5.550000e+01 -5.550000e+01 -3.966774e+01 -3.981451e+01
-5.550000e+01 -5.550000e+01 -3.966774e+01 -3.981451e+01 -5.550000e+01 -5.850000e+01 -4.031301e+01 -4.205076e+01
-5.250000e+01 -5.850000e+01 -3.814187e+01 -4.140901e+01 -4.950000e+01 -5.850000e+01 -3.602436e+01 -4.076261e+01
-4.950000e+01 -5.850000e+01 -3.602436e+01 -4.076261e+01 -4.950000e+01 -5.550000e+01 -3.536573e+01 -3.849059e+01
-4.950000e+01 -5.550000e+01 -3.536573e+01 -3.849059e+01 -5.250000e+01 -5.550000e+01 -3.748788e+01 -3.915694e+01
-5.250000e+01 -5.550000e+01 -3.748788e+01 -3.915694e+01 -5.250000e+01 -5.850000e+01 -3.814187e+01 -4.140901e+01
-4.950000e+01 -5.850000e+01 -3.602436e+01 -4.076261e+01 -4.650000e+01 -5.850000e+01 -3.396024e+01 -4.011597e+01
-4.650000e+01 -5.850000e+01 -3.396024e+01 -4.011597e+01 -4.650000e+01 -5.550000e+01 -3.330171e+01 -3.781984e+01
-4.650000e+01 -5.550000e+01 -3.330171e+01 -3.781984e+01 -4.950000e+01 -5.550000e+01 -3.536573e+01 -3.849059e+01
-4.950000e+01 -5.550000e+01 -3.536573e+01 -3.849059e+01 -4.950000e+01 -5.850000e+01 -3.602436e+01 -4.076261e+01
-4.650000e+01 -5.850000e+01 -3.396024e+01 -4.011597e+01 -4.350000e+01 -5.850000e+01 -3.194845e+01 -3.947409e+01
-4.350000e+01 -5.850000e+01 -3.194845e+01 -3.947409e+01 -4.350000e+01 -5.550000e+01 -3.129537e+01 -3.714982e+01
-4.350000e+01 -5.550000e+01 -3.129537e+01 -3.714982e+01 -4.650000e+01 -5.550000e+01 -3.330171e+01 -3.781984e+01
-4.650000e+01 -5.550000e+01 -3.330171e+01 -3.781984e+01 -4.650000e+01 -5.850000e+01 -3.396024e+01 -4.011597e+01
-4.350000e+01 -5.850000e+01 -3.194845e+01 -3.947409e+01 -4.050000e+01 -5.850000e+01 -2.998698e+01 -3.884244e+01
-4.050000e+01 -5.850000e+01 -2.998698e+01 -3.884244e+01 -4.050000e+01 -5.550000e+01 -2.934525e+01 -3.648632e+01
-4.050000e+01 -5.550000e+01 -2.934525e+01 -3.648632e+01 -4.350000e+01 -5.550000e+01 -3.129537e+01 -3.714982e+01
-4.350000e+01 -5.550000e+01 -3.129537e+01 -3.714982e+01 -4.350000e+01 -5.850000e+01 -3.194845e+01 -3.947409e+01
-4.050000e+01 -5.850000e+01 -2.998698e+01 -3.884244e+01 -3.750000e+01 -5.850000e+01 -2.807287e+01 -3.822685e+01
-3.750000e+01 -5.850000e+01 -2.807287e+01 -3.822685e+01 -3.750000e+01 -5.550000e+01 -2.744873e+01 -3.583567e+01
-3.750000e+01 -5.550000e+01 -2.744873e+01 -3.583567e+01 -4.050000e+01 -5.550000e+01 -2.934525e+01 -3.648632e+01
-4.050000e+01 -5.550000e+01 -2.934525e+01 -3.648632e+01 -4.050000e+01 -5.850000e+01 -2.998698e+01 -3.884244e+01
-3.750000e+01 -5.850000e+01 -2.807287e+01 -3.822685e+01 -3.450000e+01 -5.850000e+01 -2.620218e+01 -3.763335e+01
-3.450000e+01 -5.850000e+01 -2.620218e+01 -3.763335e+01 -3.450000e+01 -5.550000e+01 -2.560207e+01 -3.520457e+01
-3.450000e+01 -5.550000e+01 -2.560207e+01 -3.520457e+01 -3.750000e+01 -5.550000e+01 -2.744873e+01 -3.583567e+01
-3.750000e+01 -5.550000e+01 -2.744873e+01 -3.583567e+01 -3.750000e+01 -5.850000e+01 -2.807287e+01 -3.822685e+01
-3.450000e+01 -5.850000e+01 -2.620218e+01 -3.763335e+01 -3.150000e+01 -5.850000e+01 -2.437005e+01 -3.706797e+01
-3.150000e+01 -5.850000e+01 -2.437005e+01 -3.706797e+01 -3.150000e+01 -5.550000e+01 -2.380036e+01 -3.459988e+01
-3.150000e+01 -5.550000e+01 -2.380036e+01 -3.459988e+01 -3.450000e+01 -5.550000e+01 -2.560207e+01 -3.520457e+01
-3.450000e+01 -5.550000e+01 -2.560207e+01 -3.520457e+01 -3.450000e+01 -5.850000e+01 -2.620218e+01 -3.763335e+01
